is_fall,filename,time_start,time_end,gyro_x_list_mean,gyro_x_list_std,gyro_x_list_min,gyro_x_list_max,gyro_x_list_rms,gyro_y_list_mean,gyro_y_list_std,gyro_y_list_min,gyro_y_list_max,gyro_y_list_rms,gyro_z_list_mean,gyro_z_list_std,gyro_z_list_min,gyro_z_list_max,gyro_z_list_rms,accel_x_list_mean,accel_x_list_std,accel_x_list_min,accel_x_list_max,accel_x_list_rms,accel_y_list_mean,accel_y_list_std,accel_y_list_min,accel_y_list_max,accel_y_list_rms,accel_z_list_mean,accel_z_list_std,accel_z_list_min,accel_z_list_max,accel_z_list_rms
0,D01/U04_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:13.825,-0.15703196657704327,1.0132865934238964,-1.4,3.2,1.015319538141272,-0.10458759044308914,0.7244576439951557,-1.3,1.5,0.7247624883083029,-0.09599987430869784,0.5787525489631584,-1.0,1.0,0.5809228851921845,-8.71411978021978,3.112853790243009,-13.4,1.3,9.24294028375491,-1.317290066795949,1.4467384577234228,-4.0,2.9,1.9458787839518947,0.9093889894419306,2.6947929419728287,-4.6,11.1,2.818449778552504
0,D01/U04_R01,1970-01-01 00:00:06.400,1970-01-01 00:00:18.625,-0.024142460161322096,1.881750270942402,-8.4,3.2,1.8629941650285995,0.0030039483463396577,0.8583253869698144,-1.3,2.5,0.8497040921545639,-0.11581264618444925,0.8974794916259045,-2.4,1.9,0.895975791049934,-9.06449647411412,2.6780868089992196,-14.2,-3.5100000000000002,9.44424704815753,-2.3984682768212178,2.060893522041171,-7.5,1.1,3.148807161755889,0.49678471136706426,3.0777734414015416,-5.7,8.7225,3.087074767302019
0,D01/U04_R02,1970-01-01 00:00:00.000,1970-01-01 00:00:10.000,0.1553593073593074,1.0010584686502555,-2.1,2.0,1.003101296423462,-0.13530519480519482,0.6738292719146202,-1.1,1.6,0.6806412165572103,-0.04575974025974027,0.6054520770014664,-1.3,1.6,0.6011112434675637,-9.374292857142857,3.3692194522596197,-13.2,1.6,9.949973542407765,-1.2091064182194617,1.460262417855288,-3.2,7.2,1.8845841273342128,1.0334387163561076,1.836814178983323,-1.3,6.6,2.0915076337454885
0,D01/U04_R02,1970-01-01 00:00:06.400,1970-01-01 00:00:16.300,0.1850553051142268,0.7960013278671625,-1.7,2.0,0.8094388288424763,0.005343255033370555,0.6682928952182751,-1.8,1.3,0.6615977904267757,0.10056524348565427,0.8228360742878029,-1.4,1.8,0.8207505036512036,-10.115114749082009,1.9503507485183071,-13.7,-6.6,10.297734560013545,-1.63397723378213,0.6410753408874853,-3.2,0.0,1.7528946463944792,0.4472684210526316,1.0280511947856155,-1.4,2.6,1.1116656486502778
0,D01/U04_R03,1970-01-01 00:00:00.000,1970-01-01 00:00:17.100,0.4880960991538456,1.2055186048555144,-2.0,2.4,1.2893593007881592,0.15833200231197483,0.7541292845215278,-1.7,1.3,0.7631551488220542,-0.2036997026587545,0.5205080832781723,-1.3,0.8,0.5540791101693183,-9.193622929701878,2.3008703146326868,-14.3,-2.3,9.471579947094513,-2.3608382439928493,1.8275294048391286,-12.0,0.6,2.974327430754702,0.9802780771859719,2.820825036057445,-3.7,9.5,2.959536773716276
0,D01/U05_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:09.400,0.49200248196248203,1.0631970642516009,-1.3,3.6,1.1618290234547426,0.16708637806637808,0.3313003288371143,-0.7,0.6,0.3680795667585598,-0.0750111111111111,0.573127440332586,-1.4,2.0,0.5723043144997788,-8.019813938618926,2.557613840617728,-15.8,-1.2,8.409992651401748,-3.5968322616002926,2.3368999543105247,-10.7,2.9,4.276573591862541,1.6586220679576178,2.3049708483482303,-0.8,9.6,2.820932463533372
0,D01/U05_R01,1970-01-01 00:00:04.100,1970-01-01 00:00:14.900,0.7083212121212121,1.1257274096861694,-1.4,3.6,1.3204680596066007,0.2280774891774892,0.28044771881944874,-0.7,0.6,0.35930105148846925,0.05790476190476191,0.7658342002715215,-1.4,2.0,0.7603452790085947,-8.713578431372548,1.5334746691750964,-13.1,-6.3,8.844826892000912,-4.439768907563025,0.8568289283077329,-6.0,-2.5,4.520068655308307,0.6343179271708683,0.8411235409190592,-2.4,2.8,1.0467560688129776
0,D01/U05_R02,1970-01-01 00:00:00.000,1970-01-01 00:00:11.325,0.13836654905570128,1.3039986952281997,-2.5,4.4,1.2982871974687629,0.002569005038016359,0.3741378828361865,-0.8,0.9,0.3703865171041819,-0.11691411490154376,0.426444779250115,-1.3,1.4,0.43804903494688474,-8.459311391223157,2.1802172755620446,-13.0,-0.7,8.730305242943333,-3.3624290921496804,1.8443738566691552,-6.9,3.0,3.826174332729219,1.622541980894922,1.6239755953451382,-1.3,9.1,2.2841176150446985
0,D01/U05_R02,1970-01-01 00:00:06.300,1970-01-01 00:00:17.825,0.6612812617569022,1.089329046947173,-0.9,4.4,1.2649892980666597,0.20901040603924856,0.34545525359502477,-0.5,0.9,0.40079657611357705,-0.04786933450799674,0.6941169796828213,-1.9,1.9,0.6888061316804318,-8.965695460746558,1.5159472405372103,-12.5,-6.2,9.090425139135242,-4.237131675640928,1.1170277807127051,-6.9,-1.6,4.37905022560212,0.9917100196910995,1.0282742403110308,-1.3,3.4,1.4211578793987683
0,D01/U06_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:09.000,-0.014966959709030572,1.3479368586995542,-3.9,1.5,1.3344733453400024,0.1481861808382331,0.5757809464444033,-1.8,1.0,0.588941736094553,-0.10532895183175028,1.0397744149525017,-2.9,2.9,1.0346991859492283,-10.005878952793239,2.693851347299845,-16.6,-4.5,10.355158714267635,-1.8068649762935476,1.6036750423267738,-6.5,1.3,2.405223318344978,2.9188530199958773,2.253954982816407,-0.6,8.6,3.6740182029503754
0,D01/U06_R01,1970-01-01 00:00:04.425,1970-01-01 00:00:14.625,0.10010277970188523,1.2467152389189553,-2.9,1.2,1.2382380529275208,0.4153158981797151,0.7791034354132205,-1.9,2.4,0.8759848258343588,0.3854931855080341,1.406030797169505,-2.1,3.4,1.4442953806650711,-10.931673469387754,2.3891936032377386,-16.6,-5.4,11.184612912103539,-1.8037596371882088,1.6181841000388877,-5.9,1.3,2.4124050685437615,2.3451950113378683,1.535411412232184,-0.6,7.8,2.7946874748208606
0,D01/U06_R02,1970-01-01 00:00:00.000,1970-01-01 00:00:09.725,-0.30672891833940424,1.4029718606812864,-5.0,2.7,1.4223382404941174,-0.2759610098057669,1.331408194083538,-3.2,2.3,1.3466065879165863,0.03863425836737862,1.803011084696931,-3.5,3.2,1.7853079840825226,-10.263394275264965,3.0354192078440114,-15.8,-0.3,10.694239403601504,-2.1553481116584563,1.247673291137561,-4.3,0.7,2.4841659266279588,2.5477681370353786,1.508512301003424,0.1,8.8,2.9531711184971643
0,D01/U06_R03,1970-01-01 00:00:00.000,1970-01-01 00:00:13.700,0.08465895947843481,1.3443875107334058,-4.6,1.8,1.3335656574970784,-0.16563951843714592,0.8571872410787797,-2.0,2.0,0.8645871945680058,-0.4295973249918367,1.2675325879939603,-2.2,2.9,1.326295572651238,-9.686316666666666,2.060397214266112,-13.5,-3.7,9.898740450880045,-1.7445,1.058966694086114,-4.6,0.5,2.035254898041029,2.7819333333333334,1.4219132283739904,0.8,8.3,3.1177802288736705
0,D01/U07_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:14.925,0.025081738110017363,0.8739693150329975,-1.6,2.2,0.8655489644921778,-0.27066702086230515,0.43459793189258683,-1.1,0.7,0.5082897710358559,-0.38084518578896676,1.278846251529861,-2.0,2.6,1.3220370024661072,-9.616409412671713,2.5486619889409274,-16.8,-3.4,9.941885855677283,-2.562950602747407,1.0479823912115096,-5.4,-0.5,2.764962484838972,2.6957434398654327,1.2387739077484252,1.2,9.1,2.9615709129118377
0,D01/U07_R02,1970-01-01 00:00:00.000,1970-01-01 00:00:07.800,-0.2837703463203463,1.0086271031192187,-2.3,2.0,1.0380306690722114,-0.05280335497835497,0.40682946188291774,-0.7,1.5,0.40618739656936137,0.048126839826839844,0.926054610736134,-1.6,2.2,0.9180096905458341,-9.19344278337371,2.2706504121054025,-13.8,-1.6,9.464255197282071,-2.4311591227846483,0.8809625632151371,-4.7,-0.1,2.5828487794158366,2.971891920608611,1.5316474241065927,1.1,9.7,3.3363402918341003
0,D01/U07_R02,1970-01-01 00:00:04.925,1970-01-01 00:00:13.600,-0.48328333333333334,1.0892289507241342,-4.2,2.0,1.1816319618356064,-0.06999166666666666,0.38543234051020187,-0.9,0.9,0.3879249421366543,0.12075238095238096,0.7910593955463464,-1.3,1.9,0.7923639349706528,-9.75076623931624,1.6298577447996878,-13.8,-7.2,9.883357212845603,-2.4314662393162396,0.7474304151882512,-4.7,-0.8,2.541556069413415,2.527486324786325,0.8100901979266671,0.6,3.8,2.6516614278944464
0,D01/U07_R02,1970-01-01 00:00:07.900,1970-01-01 00:00:19.000,-0.4058333333333334,1.0420153153598812,-4.2,1.9,1.1085038085365813,-0.08559999999999998,0.3961516560766129,-0.9,0.9,0.401403502625473,0.0048333333333333405,0.733690949444691,-1.7,1.8,0.7263330656263848,-8.751407088989442,1.5930924856829056,-12.2,-3.977777777777778,8.892373745620187,-2.4327240824534946,0.9407228260938281,-5.6,-0.8,2.6048813232415164,2.6309366515837103,1.592363474055847,0.6,8.28888888888889,3.067040376239538
0,D01/U07_R03,1970-01-01 00:00:00.000,1970-01-01 00:00:12.325,-0.6773179696502276,0.9266608602826115,-3.4,1.2,1.1403008265327277,-0.0267154081250476,0.5436439595450536,-1.3,0.8,0.5388427346509511,0.22672706877363433,0.9402132403526957,-1.5,2.6,0.9579802097655828,-9.775433714741421,2.672361892669774,-14.3,-2.3,10.127082108632722,-2.41308610634351,0.7817484390088041,-3.9,-0.7,2.5341453324706795,2.2774641442960917,1.7187957280911053,0.4,9.7,2.8428887611653884
0,D01/U08_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:12.200,-0.3650556749303553,1.7961570604404031,-9.9,2.1,1.8151920636267032,0.2349268327580348,0.488989088567449,-0.5,2.4,0.5380694554729767,0.2000701960017817,1.0675680281739648,-1.2,3.1,1.0756093845871064,-7.43302460173422,3.579528650691332,-14.4,0.9,8.234477493070456,-1.6013401895543455,3.360808053332196,-6.6,9.0,3.692346213263003,1.4670580762250456,2.4984602540699026,-1.1,10.3,2.875711558442681
0,D01/U08_R01,1970-01-01 00:00:06.600,1970-01-01 00:00:15.825,-0.3542422155139547,1.0850326187552595,-3.2,2.1,1.1310337816970248,-0.0442586851554243,0.3807188183784672,-0.9,0.7,0.37948216493773906,-0.2051406136134397,0.9411329552573237,-1.6,2.9,0.9539912400203968,-8.82989611764521,1.4457609831485672,-13.9,-6.9,8.945137549104137,-3.1904693191966333,0.6894321472690592,-4.9,-1.8,3.262653035293409,0.5428305756554395,0.7820168743199897,-1.1,2.1,0.9455074921719014
0,D01/U08_R01,1970-01-01 00:00:12.400,1970-01-01 00:00:20.700,-0.4807435245310245,0.9834187488193089,-3.2,1.0,1.0857644879057613,-0.12496791125541123,0.35326483905769873,-0.9,0.4,0.37137192197002844,0.0290529401154401,0.9933987076588575,-1.6,2.9,0.9838436084358498,-9.38305367965368,1.651649031956137,-13.9,-7.1,9.524446545050735,-3.5803917027417027,0.8942436967091524,-6.2,-1.2,3.6882086571103323,0.6681067099567101,0.7696828788954496,-1.6,2.1,1.0133755845058983
0,D01/U08_R01,1970-01-01 00:00:15.900,1970-01-01 00:00:25.725,-0.3882275793650794,0.7394882869231637,-2.0,1.0,0.8286294234133212,-0.0272906746031746,0.3294002591217847,-0.9,0.6,0.3272296151261455,0.04302361111111111,0.8623297907438904,-1.6,2.1,0.854746421903803,-9.3424,1.3273614950527808,-12.4,-7.2,9.434356815797132,-3.6478166666666674,0.873375084847398,-6.2,-1.2,3.748879138044686,0.7120875000000001,0.9133544931449679,-1.6,2.1,1.150912989413791
0,D01/U08_R02,1970-01-01 00:00:00.000,1970-01-01 00:00:13.900,-0.32117739400980905,0.8073739707404357,-2.56,1.1,0.8613771488027335,-0.06555313590281274,0.40583587797689613,-1.2000000000000002,0.8,0.40706991817488214,0.13762656719428612,0.8257960019211721,-1.6,2.3,0.829000197859383,-8.652313834861257,2.8344974913340018,-17.6,0.1,9.095945426658115,-2.998550581334994,2.2410147418721285,-8.7,5.4,3.730014707832513,0.6688039675306436,2.1795624484140377,-2.4,8.4,2.2589336785728333
0,D01/U08_R02,1970-01-01 00:00:07.600,1970-01-01 00:00:17.500,-0.4010456787685286,1.1769909342173122,-3.2,2.4,1.2322496267007168,-0.08382692472268854,0.5171527007959253,-1.6,0.8,0.5187725232991555,0.07190457961664634,0.94329832861946,-1.6,2.4,0.9365819615018153,-9.684456269349846,2.0912404334554666,-17.6,-7.4,9.903257749471038,-3.335017543859649,0.9500428842840498,-6.5,-1.4,3.4650933422046264,0.6062162667698658,1.2212533402416268,-1.6,4.7,1.352452841590677
0,D01/U08_R02,1970-01-01 00:00:14.000,1970-01-01 00:00:22.900,-0.4119945001858045,1.2166202824837493,-3.2,2.4,1.2729104767025732,-0.10677250092902266,0.47829178865064925,-1.6,1.2,0.48537422814099096,0.26053972500929024,1.193524317192074,-2.0,3.1,1.2099137316859192,-9.832869047619047,1.7730597377234065,-15.1,-7.4,9.988302144233012,-3.392272321428572,0.982794959773352,-6.5,-1.4,3.5290338220293633,0.803766369047619,1.0944740248170732,-1.6,4.7,1.3490575596286807
0,D01/U08_R02,1970-01-01 00:00:17.700,1970-01-01 00:00:27.475,-0.24570841959972395,1.3297503711226275,-2.7,3.4,1.339120590526837,0.017672187715665966,0.4622906967724376,-1.1,1.2,0.4579855246343018,0.10553899240855762,1.1409850674356075,-2.0,3.1,1.1344375101994075,-9.375269047619048,1.1737122693804205,-13.414285714285715,-7.6,9.446995194066313,-3.167405654761905,0.7523713808075135,-5.214285714285714,-1.2,3.253797784525451,0.34698859126984133,0.8167963114914095,-1.9,1.4,0.8798944099425119
0,D01/U08_R03,1970-01-01 00:00:00.000,1970-01-01 00:00:11.725,-0.28491823835749885,1.0607063777543162,-3.2142857142857144,2.2,1.0880139989730135,-0.16668760256266157,0.5786261673109035,-1.4,0.9,0.5965708956319067,-0.2613543803779052,0.813583581375296,-2.2,2.2,0.8467502531139288,-8.411140201465203,4.404595607396561,-20.7,1.2,9.47416131929931,-3.7290166666666664,3.2592517296819272,-14.4,1.8,4.931108668541358,0.40850778388278386,3.094009052381311,-4.4,10.0,3.0900344311004004
0,D01/U08_R03,1970-01-01 00:00:06.425,1970-01-01 00:00:15.725,-0.7112682383574987,1.509567680772491,-4.6,3.4,1.6550290626065634,-0.2470709358959949,0.6502156628407926,-1.7,2.0,0.689469975708837,-0.43350993593346077,1.1179588436037569,-2.2,2.4,1.1885984187373992,-8.725448534798534,3.208657353634587,-14.9,1.2,9.285635385162964,-3.880783333333334,2.4288203428968465,-11.5,1.6,4.5652671524441955,-0.579017216117216,1.4090086276240874,-4.4,3.8,1.510251682013585
0,D01/U08_R03,1970-01-01 00:00:11.925,1970-01-01 00:00:20.925,-0.6604583333333331,1.5760754975326856,-4.6,3.4,1.6942664797822946,-0.09942499999999999,0.6022257272241134,-1.7,2.0,0.6044068502465868,-0.1826833333333334,1.1582904734399218,-2.1,2.4,1.161110367158188,-9.407405555555556,1.25142809654918,-12.4,-6.6,9.488626355901763,-3.0887333333333338,1.4122769147374132,-6.3,1.6,3.390414306049729,-0.14454999999999998,1.1972110590916447,-2.2,3.8,1.193960944131386
0,D01/U09_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:12.125,0.00722233272513229,0.8013523702392239,-1.3,2.3,0.7933312491968625,0.07552205642435209,0.49370438473976497,-0.9,1.4,0.49454294063064685,0.1460620982414375,0.6582079989883075,-1.1,1.9,0.6677627955166708,-9.33738494483159,3.3001522088145907,-15.4,1.2,9.892418416003471,-2.299831605691057,1.246274363614554,-5.8,1.8,2.609858465156743,1.0290062137049942,2.8116658912700485,-1.8,10.1,2.967525833129723
0,D01/U09_R03,1970-01-01 00:00:00.000,1970-01-01 00:00:09.425,-0.2835291842726651,1.082525699451536,-3.8,1.9,1.1085185837449452,0.12036569264069259,0.6680649664884492,-0.8,3.3,0.6722146111362814,0.32202035823028646,0.521227276896938,-0.6,1.6,0.6082281050827325,-8.893248421590858,3.433750802092213,-15.9,0.2,9.520750977080528,-1.6054473678360233,1.4708713261630262,-4.2,2.0,2.1674073128642948,0.7871852741096439,2.988307215229502,-2.6,9.8,3.061215619344041
0,D01/U10_R01,1970-01-01 00:00:00.000,1970-01-01 00:00:10.350,0.30003783318131144,0.5324804649748167,-0.6,2.0,0.6065372519543524,0.12250824380933074,0.2621278883177723,-0.4,0.8,0.2869583228249396,-0.03630069930069931,0.6039268336789658,-1.6,1.1,0.598958102707085,-8.563696373517788,2.0651170035030875,-12.0,-0.8,8.804334708039905,-3.5298092995169075,1.7641993851026398,-9.7,1.0,3.938236302197298,0.6385318329255285,2.2549050058430207,-1.9,10.5,2.3217725029226335
0,D01/U10_R01,1970-01-01 00:00:05.025,1970-01-01 00:00:15.925,0.6630969190230062,1.1797425930456966,-1.6,7.5,1.3430019576110317,0.24808507398398702,0.32711393744404094,-0.4,1.7,0.40793340319515553,-0.2849634640721597,0.7858681604041431,-2.7,1.5,0.8285174506805861,-8.387261849708263,2.806778957934636,-13.0,0.6,8.835531070167894,-2.9199207713783797,1.6517274019166972,-4.7,3.6,3.346576856007426,0.6323218762155718,2.548428513505177,-1.9,9.3,2.6008516078042714
0,D01/U10_R02,1970-01-01 00:00:00.000,1970-01-01 00:00:11.225,0.44529789196310937,0.40830462768277137,-0.2,1.7,0.6013889159223109,0.11405671936758893,0.21284644316178092,-0.2,0.7,0.23959647625160463,-0.06750439289924418,0.5432956449947178,-1.1,1.0,0.5420549767076376,-8.669911231884058,2.7946674878138045,-13.5,0.3,9.100622166030409,-2.4830218685300207,2.3671806527570025,-3.9,5.7,3.414216009207625,0.3739017857142858,2.469757943548744,-1.7,8.5,2.473360620509676
0,D01/U10_R02,1970-01-01 00:00:06.200,1970-01-01 00:00:16.325,0.6135439393939395,0.37278515390913397,-0.2,1.7,0.7159787434851608,0.2313227272727273,0.3559082679188175,-0.2,1.8,0.42148248530918325,-0.35286818181818186,0.6644607796259456,-2.1,1.0,0.7464542309127644,-9.260833333333332,1.0386378585389984,-12.1,-7.2,9.3177372391018,-3.468449404761904,1.4612281072535047,-10.2,-2.2,3.7580081297400514,-0.4624050324675324,0.994327382541866,-2.4,1.2,1.0875346517929472
0,D01/U10_R03,1970-01-01 00:00:00.000,1970-01-01 00:00:10.425,0.21134966422466428,0.4535767534305366,-1.9,1.0,0.4962720165346949,0.0939045177045177,0.15128359207734815,-0.4,0.5,0.1767683488990805,-0.047573931623931615,0.8016975050720544,-1.2,2.8,0.7950646456836954,-8.582169789227168,2.197556610574412,-12.3,0.7,8.853604251753586,-2.6070376008326828,1.6381007410225332,-4.4,5.9,3.070236409324082,0.5066103304709862,1.5320809284054275,-1.5,7.2,1.5990561461999655
0,D01/U10_R03,1970-01-01 00:00:05.325,1970-01-01 00:00:15.425,0.40871365111496694,0.3158444650518633,-0.3,1.2,0.5145963662809393,0.11866594049225627,0.1796944351488038,-0.4,0.5,0.2138361373947126,-0.018752840434419372,0.6855960812685744,-1.2,1.6,0.6789645174397319,-9.135858546858548,0.9266714375481425,-11.2,-7.4,9.18180031052258,-3.1314688467688465,0.516758691122016,-4.4,-1.7,3.172979024865583,-0.2003773643773643,0.8153627820052911,-1.8,1.4,0.8316677372055735
